fold,model,model_type,feature_group,slice_type,slice_value,n_obs,brier,log_loss,avg_pred,avg_actual,auc
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,overall,overall,14850,0.04384463296324454,0.1480441703651653,0.09738519004229393,0.08653198653198653,0.9620286242490044
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,broad_domain,crypto,5721,0.02439947159799486,0.09157814174442794,0.06501802463612551,0.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,broad_domain,macro,9129,0.0560306082256603,0.1834305379562748,0.11766918098201237,0.1407602147004053,0.9661043559527518
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,broad_family,crypto_btc,3112,0.0431075308706601,0.13929253462457097,0.09181303289392125,0.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,broad_family,crypto_eth,1937,0.002479249413052679,0.03655320390010648,0.034556239585175334,0.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,broad_family,crypto_microstrategy,336,0.00031428339588085723,0.01788474413538436,0.017725719316374688,0.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,broad_family,crypto_policy,336,0.0015798678825457112,0.04055759281015442,0.03974607979346599,0.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,broad_family,macro_fed_rates,9129,0.0560306082256603,0.1834305379562748,0.11766918098201237,0.1407602147004053,0.9661043559527518
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,Y_i,0,13565,0.017926879642856466,0.07946711566388548,0.06265625380868023,0.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,Y_i,1,1285,0.317443328520493,0.8719723781650569,0.4639984351854612,1.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,active_count_bucket,26-50,1740,0.026660585057227536,0.10327847222736462,0.08966150803159623,0.1,0.9999999999999999
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,active_count_bucket,51-100,13110,0.04612535328029028,0.15398561313860337,0.09841030115584191,0.08474446987032799,0.9563633003020279
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,prob_bucket,0-5%,5606,0.000598651635520295,0.024512194767014293,0.02420776152250344,0.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,prob_bucket,5-10%,2545,0.00035188967058222016,0.01836555295448513,0.018187165603202663,0.0,
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,prob_bucket,10-25%,2758,0.06703788694222308,0.22402465950807388,0.08142691129647017,0.0830311820159536,0.8155397390272835
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,prob_bucket,25-50%,2093,0.05756868845775628,0.20545424442024313,0.14694874460118784,0.022933588150979456,0.8558832518337408
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,prob_bucket,50-75%,1493,0.2102585989221047,0.5822966260882204,0.4184536164413142,0.5679839249832552,0.6976744186046512
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,prob_bucket,75-90%,354,0.07779797629833933,0.2740128894203852,0.3029125883838551,0.4519774011299435,1.0
1,xgb_pca_controls_static_dynamic_topology,xgb,pca_controls_static_dynamic,prob_bucket,90-95%,1,0.0028702947733359047,0.0550636902918439,0.05357513204216957,0.0,
2,market_probability,market,market,overall,overall,17934,0.06403496738427991,0.214888318374834,0.15275339506816518,0.07494145199063232,0.9125103825813026
