fold,model,model_type,feature_group,category,slice_type,slice_value,n_obs,brier,log_loss,avg_pred,avg_actual,auc
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_btc,18,7.971806157667957e-05,0.007330514453425637,0.0072903624355429575,0.0,
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_eth,2,0.00023496024094664066,0.01544698603702482,0.015328291391574045,0.0,
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_microstrategy,336,0.9143648771760733,3.1496267153049224,0.043820435272365496,1.0,
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,macro_fed_rates,11088,0.030374441983020254,0.09024933818933571,0.10648244594747618,0.09090909090909091,0.9888831805870496
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,0,10100,0.0206251283134627,0.06461439286739168,0.039570132310828475,0.0,
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,1,1344,0.32418639904650765,1.046515411798652,0.5921909030389778,1.0,
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,active_count_bucket,26-50,11444,0.056275805337686086,0.17993027625113983,0.10447071915621757,0.11744145403704999,0.9738117338519566
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,0-5%,8756,0.00013745501008558146,0.008980296338364379,0.008910615566099971,0.0,
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,5-10%,706,0.25275591910782097,0.917492528195459,0.027513692080702205,0.2719546742209632,0.9713744325551232
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,10-25%,618,0.2183635411105555,0.7652868163204827,0.08790453046658875,0.23300970873786409,0.33000761837787157
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,25-50%,480,0.3905914229675395,0.9925861402395227,0.4643241159785468,0.7,0.13810350529100524
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,50-75%,372,0.3801251765542934,1.0039535014565768,0.8562404365587233,0.43010752688172044,0.9999410377358491
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,75-90%,176,0.003022511578069696,0.05599258954257924,0.9455781715984369,1.0,
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,90-95%,64,8.352753714955639e-09,9.137110488354429e-05,0.999908633071748,1.0,
14,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,95-100%,272,6.0470318376082245e-09,7.733794209225777e-05,0.999922665081583,1.0,
14,xgb_pca,xgb,pca,xgboost,overall,overall,11444,0.057840358378266225,0.20190646977446727,0.08928422712223205,0.11744145403704999,0.9631100822135785
14,xgb_pca,xgb,pca,xgboost,broad_domain,crypto,356,0.8592236818602194,3.0731301202561125,0.04459664433294635,0.9438202247191011,1.0
14,xgb_pca,xgb,pca,xgboost,broad_domain,macro,11088,0.032110518627222265,0.10972071764861359,0.09071900160572643,0.09090909090909091,0.9852342962648022
14,xgb_pca,xgb,pca,xgboost,broad_family,crypto_btc,18,0.0003078542709418798,0.017701528122313417,0.017545776441693306,0.0,
14,xgb_pca,xgb,pca,xgboost,broad_family,crypto_eth,2,0.0003078542709418798,0.01770152812231342,0.017545776441693306,0.0,
14,xgb_pca,xgb,pca,xgboost,broad_family,crypto_microstrategy,336,0.9103496239786286,3.255000869787886,0.04620681504075903,1.0,
14,xgb_pca,xgb,pca,xgboost,broad_family,macro_fed_rates,11088,0.032110518627222265,0.10972071764861359,0.09071900160572643,0.09090909090909091,0.9852342962648022
14,xgb_pca,xgb,pca,xgboost,Y_i,0,10100,0.010199813832501521,0.04970686465616527,0.04212397126370285,0.0,
14,xgb_pca,xgb,pca,xgboost,Y_i,1,1344,0.4158533791462896,1.3456683832378975,0.44368793558290537,1.0,
14,xgb_pca,xgb,pca,xgboost,active_count_bucket,26-50,11444,0.057840358378266225,0.20190646977446727,0.08928422712223205,0.11744145403704999,0.9631100822135785
14,xgb_pca,xgb,pca,xgboost,prob_bucket,0-5%,8756,0.00032473529018380427,0.01816976086483522,0.01800541076536876,0.0,
14,xgb_pca,xgb,pca,xgboost,prob_bucket,5-10%,706,0.2574898985539642,1.0254091426488439,0.027680738757841987,0.2719546742209632,0.6914113164721142
14,xgb_pca,xgb,pca,xgboost,prob_bucket,10-25%,618,0.22604512206540198,0.7696520136431675,0.15047644546502617,0.23300970873786409,0.012753457571495572
14,xgb_pca,xgb,pca,xgboost,prob_bucket,25-50%,480,0.48600291026174686,1.2524822629379506,0.2835775795392692,0.7,0.08250661375661374
14,xgb_pca,xgb,pca,xgboost,prob_bucket,50-75%,372,0.20697677766318887,0.6049087274655364,0.5697897905784268,0.43010752688172044,0.9899027122641509
14,xgb_pca,xgb,pca,xgboost,prob_bucket,75-90%,176,0.11236303564272708,0.40456380779172263,0.6694161153652451,1.0,
14,xgb_pca,xgb,pca,xgboost,prob_bucket,90-95%,64,0.021776222908136744,0.15957810682007728,0.8525182865560055,1.0,
14,xgb_pca,xgb,pca,xgboost,prob_bucket,95-100%,272,0.022616156282818566,0.16288843010926937,0.8497015689225758,1.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,overall,overall,11444,0.06209088171402994,0.1996328713708388,0.08000933673891654,0.11744145403704999,0.9603689297501178
14,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,crypto,356,0.8099727959085284,2.612768134602499,0.07125342822518577,0.9438202247191011,1.0
14,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,macro,11088,0.03807880005338407,0.12215486328006762,0.08029046078571381,0.09090909090909091,0.9799223277273872
14,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_btc,18,0.00031569304359873397,0.017871599574388466,0.01771184119085471,0.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_eth,2,0.00034094471075453436,0.0186372885431321,0.01846468821167946,0.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_microstrategy,336,0.8581665207715173,2.7672217040150726,0.07443594622115295,1.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,macro_fed_rates,11088,0.03807880005338407,0.12215486328006762,0.08029046078571381,0.09090909090909091,0.9799223277273872
14,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,0,10100,0.010449296301880306,0.04850644188746467,0.04016636678524832,0.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,1,1344,0.45017124827854726,1.3353299976967903,0.3794245127300244,1.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,active_count_bucket,26-50,11444,0.06209088171402994,0.1996328713708388,0.08000933673891654,0.11744145403704999,0.9603689297501178
14,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,0-5%,8756,0.0003640014643002358,0.01832717700834691,0.018142399961846148,0.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,5-10%,706,0.24767438381749693,0.8855695566219828,0.029825595284023298,0.2719546742209632,0.9177204928664072
14,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,10-25%,618,0.19476498132151424,0.6072273016989006,0.11474579427403346,0.23300970873786409,0.09493670886075953
14,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,25-50%,480,0.49324532714784813,1.2687914824963074,0.28527258184428017,0.7,0.162037037037037
14,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,50-75%,372,0.28320107856360216,0.7621271799777881,0.528284213715984,0.43010752688172044,0.0
14,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,75-90%,176,0.2559407623972133,0.7050285918292283,0.4943649098277092,1.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,90-95%,64,0.07441621322488245,0.3185445950769185,0.7272066473960876,1.0,
14,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,95-100%,272,0.07441621322488245,0.3185445950769185,0.7272066473960876,1.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,overall,overall,11444,0.056364685206430884,0.182515629373684,0.08660298046393582,0.11744145403704999,0.9678416725601131
14,xgb_pca_topology,xgb,pca_topology,xgboost,broad_domain,crypto,356,0.7926770407419995,2.475664662280671,0.08119402302617437,0.9438202247191011,1.0
14,xgb_pca_topology,xgb,pca_topology,xgboost,broad_domain,macro,11088,0.032724064844718896,0.10888999303576125,0.08677664468181487,0.09090909090909091,0.9878030320924666
14,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_btc,18,0.0006338521700716789,0.025117075439939095,0.024794440509544477,0.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_eth,2,0.0005090593499525037,0.02282076780332727,0.022562343627214432,0.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_microstrategy,336,0.8398232114475912,2.6215442585666464,0.08456442732408288,1.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,macro_fed_rates,11088,0.032724064844718896,0.10888999303576125,0.08677664468181487,0.09090909090909091,0.9878030320924666
14,xgb_pca_topology,xgb,pca_topology,xgboost,Y_i,0,10100,0.008891050215641566,0.04649484304303965,0.039964330202927535,0.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,Y_i,1,1344,0.4131234005389994,1.2046956456977225,0.4370868849551438,1.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,active_count_bucket,26-50,11444,0.056364685206430884,0.182515629373684,0.08660298046393582,0.11744145403704999,0.9678416725601131
14,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,0-5%,8756,0.0003668946307860357,0.01846625798418236,0.018279975220495508,0.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,5-10%,706,0.24427814121313857,0.8453902401192989,0.037143207775170335,0.2719546742209632,0.8192789396887159
14,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,10-25%,618,0.19405801098276665,0.601962891070518,0.1368452383621225,0.23300970873786409,0.09493670886075953
14,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,25-50%,480,0.45095808934026155,1.158264980315863,0.2907783473841846,0.7,0.179625496031746
14,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,50-75%,372,0.2455120953447534,0.6846876476380609,0.4994856948333402,0.43010752688172044,0.7971698113207547
14,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,75-90%,176,0.21467102004188246,0.6214391037782002,0.5391042378138412,1.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,90-95%,64,0.011500677834707318,0.11343885029523074,0.8927587866783142,1.0,
14,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,95-100%,272,0.011500677834707318,0.11343885029523074,0.8927587866783142,1.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,overall,overall,11444,0.06345049970141688,0.2026681411451127,0.07600983550312432,0.11744145403704999,0.9642481435643564
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_domain,crypto,356,0.8074764642035991,2.590677070902051,0.07260420156140508,0.9438202247191011,1.0
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_domain,macro,11088,0.039562220177356916,0.1259968587683567,0.07611917945002655,0.09090909090909091,0.9797018691735954
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_btc,18,0.00031317143513409613,0.017794546026043304,0.017636068682703707,0.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_eth,2,0.0003162213476939346,0.0179426240829013,0.01778261363506317,0.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_microstrategy,336,0.8555218801427187,2.7438239588229036,0.07587524194137327,1.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,macro_fed_rates,11088,0.039562220177356916,0.1259968587683567,0.07611917945002655,0.09090909090909091,0.9797018691735954
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,Y_i,0,10100,0.00943188205788891,0.045633609717435075,0.038337338934698616,0.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,Y_i,1,1344,0.469393980504715,1.382763950237035,0.35911416239382343,1.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,active_count_bucket,26-50,11444,0.06345049970141688,0.2026681411451127,0.07600983550312432,0.11744145403704999,0.9642481435643564
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,0-5%,8756,0.0003383134998611361,0.01764704741913713,0.01747537708520896,0.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,5-10%,706,0.24706868828836492,0.8776488040678292,0.02995413885829131,0.2719546742209632,0.9177812905317769
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,10-25%,618,0.1927174750326019,0.5970256219525294,0.10958859987532822,0.23300970873786409,0.24787564463197378
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,25-50%,480,0.512455991994426,1.3378228733986626,0.2619076147365073,0.7,0.1504629629629629
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,50-75%,372,0.27292738461585775,0.7405324700121455,0.5067215970446987,0.43010752688172044,0.0
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,75-90%,176,0.27912791888640115,0.7515137629082247,0.4718966942957856,1.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,90-95%,64,0.09821718785138955,0.37599788594175687,0.6866037845611572,1.0,
14,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,95-100%,272,0.09821718785138955,0.37599788594175687,0.6866037845611572,1.0,
15,market_probability,market,market,baseline,overall,overall,11427,0.04445815879473239,0.14571696174730525,0.09182274321423148,0.11761617222368076,0.9708348165582806
15,market_probability,market,market,baseline,broad_domain,crypto,339,0.8710030095870207,2.749017080969165,0.06386578171091446,0.9911504424778761,0.33333333333333337
15,market_probability,market,market,baseline,broad_domain,macro,11088,0.019187712869535262,0.0661247232537798,0.09267748797880798,0.09090909090909091,0.9915579628842278
15,market_probability,market,market,baseline,broad_family,crypto_btc,3,0.04791508333333333,0.2115906052795077,0.18183333333333332,0.0,
15,market_probability,market,market,baseline,broad_family,crypto_microstrategy,336,0.8783520089285717,2.771672674502108,0.06281250000000001,1.0,
15,market_probability,market,market,baseline,broad_family,macro_fed_rates,11088,0.019187712869535262,0.0661247232537798,0.09267748797880798,0.09090909090909091,0.9915579628842278
15,market_probability,market,market,baseline,Y_i,0,10083,0.008922916944104627,0.03564997404850467,0.02910765513329594,0.0,
15,market_probability,market,market,baseline,Y_i,1,1344,0.31105179241071435,0.9714650547287088,0.562325892857143,1.0,
15,market_probability,market,market,baseline,active_count_bucket,26-50,11427,0.04445815879473239,0.14571696174730525,0.09182274321423148,0.11761617222368076,0.9708348165582806
15,market_probability,market,market,baseline,prob_bucket,0-5%,9013,0.0002286545597921854,0.006183438646605149,0.00577926181171897,0.00011095084877399312,0.9908455392809586
15,market_probability,market,market,baseline,prob_bucket,5-10%,770,0.3847912766233767,1.2454540479085383,0.06595974025974026,0.43506493506493504,0.34641619488763087
15,market_probability,market,market,baseline,prob_bucket,10-25%,299,0.030043394648829432,0.18550641000842608,0.16827759197324413,0.0,
15,market_probability,market,market,baseline,prob_bucket,25-50%,550,0.27924150000000003,0.7529487589281596,0.4409909090909091,0.5818181818181818,0.31692934782608695
15,market_probability,market,market,baseline,prob_bucket,50-75%,201,0.19064017412935322,0.5635791043873347,0.6072388059701492,0.46766169154228854,0.8744780274408431
15,market_probability,market,market,baseline,prob_bucket,75-90%,258,0.029743120155038758,0.18499864340909355,0.8320348837209303,1.0,
15,market_probability,market,market,baseline,prob_bucket,90-95%,292,0.0035293133561643854,0.0609930525010152,0.9408458904109588,1.0,
15,market_probability,market,market,baseline,prob_bucket,95-100%,44,0.0019198750000000001,0.0447617536437825,0.9562272727272728,1.0,
15,logit_pca,logit,pca,logistic,overall,overall,11427,0.046095370731476126,0.16870393517584348,0.1143492867079997,0.11761617222368076,0.9701618309105849
15,logit_pca,logit,pca,logistic,broad_domain,crypto,339,0.911012877952948,3.1598198501989097,0.04172344512287341,0.9911504424778761,0.33333333333333337
15,logit_pca,logit,pca,logistic,broad_domain,macro,11088,0.019651734823460346,0.07725477435398026,0.11656971963525058,0.09090909090909091,0.9915802055776013
15,logit_pca,logit,pca,logistic,broad_family,crypto_btc,3,0.011020251437604725,0.09174546488573321,0.08561927718599645,0.0,
15,logit_pca,logit,pca,logistic,broad_family,crypto_microstrategy,336,0.9190485264039778,3.187213371496349,0.041331518050881234,1.0,
15,logit_pca,logit,pca,logistic,broad_family,macro_fed_rates,11088,0.019651734823460346,0.07725477435398026,0.11656971963525058,0.09090909090909091,0.9915802055776013
15,logit_pca,logit,pca,logistic,Y_i,0,10083,0.012364870699195691,0.05806439405941336,0.04748550388600799,0.0,
15,logit_pca,logit,pca,logistic,Y_i,1,1344,0.29914941226829433,0.9987474568104902,0.6159769073881652,1.0,
15,logit_pca,logit,pca,logistic,active_count_bucket,26-50,11427,0.046095370731476126,0.16870393517584348,0.1143492867079997,0.11761617222368076,0.9701618309105849
15,logit_pca,logit,pca,logistic,prob_bucket,0-5%,9013,0.000793540098379264,0.02688634420006281,0.026173165537482078,0.00011095084877399312,0.9953395472703062
15,logit_pca,logit,pca,logistic,prob_bucket,5-10%,770,0.40090295964113504,1.4115215735758198,0.04245546644852017,0.43506493506493504,0.3441825355978727
15,logit_pca,logit,pca,logistic,prob_bucket,10-25%,299,0.010515492163422905,0.10363275327427121,0.09792707895501702,0.0,
15,logit_pca,logit,pca,logistic,prob_bucket,25-50%,550,0.2858249340232053,0.7663333012609577,0.501741418971638,0.5818181818181818,0.3187839673913044
15,logit_pca,logit,pca,logistic,prob_bucket,50-75%,201,0.2489296442988293,0.6510512779126656,0.7653461212106096,0.46766169154228854,0.8833764167826605
15,logit_pca,logit,pca,logistic,prob_bucket,75-90%,258,0.0016508582825898754,0.03948266912531434,0.9613695504040901,1.0,
15,logit_pca,logit,pca,logistic,prob_bucket,90-95%,292,0.00023252775955583279,0.015321233774724458,0.9847962409676564,1.0,
15,logit_pca,logit,pca,logistic,prob_bucket,95-100%,44,0.00017776367777040146,0.01342024196104659,0.9866694383075335,1.0,
15,logit_pca_controls,logit,pca_controls,logistic,overall,overall,11427,0.04276513341257979,0.14486527032309626,0.09647059223130133,0.11761617222368076,0.9738492683347265
15,logit_pca_controls,logit,pca_controls,logistic,broad_domain,crypto,339,0.8710415809578902,2.74859067160912,0.06258766191657195,0.9911504424778761,0.6656746031746033
15,logit_pca_controls,logit,pca_controls,logistic,broad_domain,macro,11088,0.017441746352888213,0.06526002942879953,0.09750651515488477,0.09090909090909091,0.9968654533572688
15,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_btc,3,0.006443132276968376,0.06671018082432696,0.06321027950917746,0.0,
15,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_microstrategy,336,0.87876120996397,2.7725360331339846,0.06258210283092369,1.0,
15,logit_pca_controls,logit,pca_controls,logistic,broad_family,macro_fed_rates,11088,0.017441746352888213,0.06526002942879953,0.09750651515488477,0.09090909090909091,0.9968654533572688
15,logit_pca_controls,logit,pca_controls,logistic,Y_i,0,10083,0.004480805272111178,0.03335588483666606,0.03064237983817609,0.0,
15,logit_pca_controls,logit,pca_controls,logistic,Y_i,1,1344,0.32998305055569366,0.9814345663496408,0.5903291231538323,1.0,
15,logit_pca_controls,logit,pca_controls,logistic,active_count_bucket,26-50,11427,0.04276513341257979,0.14486527032309626,0.09647059223130133,0.11761617222368076,0.9738492683347265
15,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,0-5%,9013,0.001621722757589055,0.020330997106000018,0.01916002589460536,0.00011095084877399312,0.96271637816245
15,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,5-10%,770,0.38265975429158466,1.219529497386434,0.040515279584256735,0.43506493506493504,0.999663750214445
15,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,10-25%,299,0.014166194732877746,0.12030076855712164,0.11248556568470502,0.0,
15,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,25-50%,550,0.28500216295967634,0.7690896838219257,0.29351644424467666,0.5818181818181818,0.8300679347826087
15,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,50-75%,201,0.08991324338909297,0.3193872122745036,0.5928487454455387,0.46766169154228854,1.0
15,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,75-90%,258,0.0013608808320758185,0.03529045440078199,0.9654107240333549,1.0,
15,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,90-95%,292,6.2601990130898206e-06,0.002496446479117868,0.9975066889299864,1.0,
15,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,95-100%,44,4.601816624513828e-06,0.002147020522062768,0.9978552836843306,1.0,
15,logit_pca_topology,logit,pca_topology,logistic,overall,overall,11427,0.046004051064237314,0.17421674045923044,0.11911015401040057,0.11761617222368076,0.9354878319472191
15,logit_pca_topology,logit,pca_topology,logistic,broad_domain,crypto,339,0.9329536341254919,3.482634476727856,0.030195096832649346,0.9911504424778761,0.33333333333333337
15,logit_pca_topology,logit,pca_topology,logistic,broad_domain,macro,11088,0.018886815434929476,0.07306652287309551,0.1218286067866684,0.09090909090909091,0.993566546989166
15,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_btc,3,0.007837596892875928,0.07434614557621166,0.07005208675488149,0.0,
15,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_microstrategy,336,0.9412135987436404,3.5130656225417103,0.029839230851200844,1.0,
15,logit_pca_topology,logit,pca_topology,logistic,broad_family,macro_fed_rates,11088,0.018886815434929476,0.07306652287309551,0.1218286067866684,0.09090909090909091,0.993566546989166
15,logit_pca_topology,logit,pca_topology,logistic,Y_i,0,10083,0.01494806617274841,0.06178569315006785,0.04829351936322937,0.0,
15,logit_pca_topology,logit,pca_topology,logistic,Y_i,1,1344,0.27899325914525114,1.0177005574371223,0.6503929867093792,1.0,
15,logit_pca_topology,logit,pca_topology,logistic,active_count_bucket,26-50,11427,0.046004051064237314,0.17421674045923044,0.11911015401040057,0.11761617222368076,0.9354878319472191
15,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,0-5%,9013,0.0014801158494918134,0.025601463151118633,0.024453474578792884,0.00011095084877399312,0.8219041278295606
15,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,5-10%,770,0.41104512392667947,1.5583925479038017,0.042281927788190336,0.43506493506493504,0.012104992279979443
15,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,10-25%,299,0.014602635802492082,0.12246045060015118,0.11439451750884522,0.0,
15,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,25-50%,550,0.2461785743581814,0.6831088616551279,0.5838544257408018,0.5818181818181818,0.5347554347826087
15,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,50-75%,201,0.27848949608254864,0.7101640274373747,0.814614142929067,0.46766169154228854,0.9842911115529926
15,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,75-90%,258,0.00039694708248864095,0.01883860026001651,0.9813631006735752,1.0,
15,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,90-95%,292,1.752703003057866e-07,0.00041690967597352415,0.999583177984132,1.0,
15,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,95-100%,44,1.2943818057960513e-07,0.0003597571254584035,0.9996403076091699,1.0,
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,overall,overall,11427,0.048946191513145366,0.1630614314696059,0.10820780590675239,0.11761617222368076,0.9673176917300689
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_domain,crypto,339,0.8975595768307085,3.0031485555536572,0.04834127919016253,0.9911504424778761,0.6656746031746033
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_domain,macro,11088,0.02300103119364195,0.07622976344430885,0.11003814073331478,0.09090909090909091,0.9898367622511968
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_btc,3,0.002849465893462846,0.04326381179341269,0.041759309168088954,0.0,
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_microstrategy,336,0.9055480599640766,3.029576097908659,0.04840004677964532,1.0,
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,macro_fed_rates,11088,0.02300103119364195,0.07622976344430885,0.11003814073331478,0.09090909090909091,0.9898367622511968
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,0,10083,0.01458802175407034,0.05442404009618534,0.04096566077496665,0.0,
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,1,1344,0.3067091570494203,0.9780843609474326,0.6126739884691002,1.0,
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,active_count_bucket,26-50,11427,0.048946191513145366,0.1630614314696059,0.10820780590675239,0.11761617222368076,0.9673176917300689
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,0-5%,9013,0.0009236130780099546,0.017669890808411307,0.016884133041727423,0.00011095084877399312,0.96271637816245
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,5-10%,770,0.3946388183426653,1.3369290294014016,0.03975143842007857,0.43506493506493504,0.9136043918339338
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,10-25%,299,0.01576783908972431,0.12742291473351858,0.11867381485819992,0.0,
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,25-50%,550,0.33397675275484745,0.8672886973099012,0.4970140895267956,0.5818181818181818,0.09648097826086956
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,50-75%,201,0.29042895744116304,0.7486656466544993,0.7945827963548586,0.46766169154228854,0.8297872340425532
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,75-90%,258,0.0012931303305609263,0.034366383282964694,0.9662993978281101,1.0,
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,90-95%,292,2.1479254987462673e-07,0.00046191332460821915,0.9995381941053668,1.0,
15,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,95-100%,44,1.575313514380072e-07,0.00039689379053524804,0.9996031849960022,1.0,
15,xgb_pca,xgb,pca,xgboost,overall,overall,11427,0.050126492162020406,0.19492028325839225,0.09291175401865669,0.11761617222368076,0.938272605233703
15,xgb_pca,xgb,pca,xgboost,broad_domain,crypto,339,0.9478754974508579,3.7835628612638494,0.022741052058352307,0.9911504424778761,0.33333333333333337
15,xgb_pca,xgb,pca,xgboost,broad_domain,macro,11088,0.02267907939209653,0.08520258539188337,0.09505712450607942,0.09090909090909091,0.9919793438208617
15,xgb_pca,xgb,pca,xgboost,broad_family,crypto_btc,3,0.011279696383270246,0.09753398156361393,0.09135683843245108,0.0,
15,xgb_pca,xgb,pca,xgboost,broad_family,crypto_microstrategy,336,0.9562379599603897,3.81647383340403,0.022128411108583566,1.0,
15,xgb_pca,xgb,pca,xgboost,broad_family,macro_fed_rates,11088,0.02267907939209653,0.08520258539188337,0.09505712450607942,0.09090909090909091,0.9919793438208617
15,xgb_pca,xgb,pca,xgboost,Y_i,0,10083,0.008462152434977846,0.044257748813263456,0.03816836488492389,0.0,
15,xgb_pca,xgb,pca,xgboost,Y_i,1,1344,0.3627020408731588,1.3252255918969584,0.5036093675866834,1.0,
15,xgb_pca,xgb,pca,xgboost,active_count_bucket,26-50,11427,0.050126492162020406,0.19492028325839225,0.09291175401865669,0.11761617222368076,0.938272605233703
15,xgb_pca,xgb,pca,xgboost,prob_bucket,0-5%,9013,0.00045576506255448737,0.01929422316628986,0.018678142611773512,0.00011095084877399312,0.5030514869063472
