fold,representation,model,class_weight,prob_decile,n_obs,avg_pred,avg_actual
4,tda,tda_72h_balanced,balanced,0,12503,0.04880604405631595,0.004638886667199872
4,tda,tda_72h_balanced,balanced,1,2248,0.13967363669069796,0.08718861209964412
4,tda,tda_72h_balanced,balanced,2,817,0.24477543910025168,0.06487148102815178
4,tda,tda_72h_balanced,balanced,3,525,0.3461173443245695,0.05523809523809524
4,tda,tda_72h_balanced,balanced,4,306,0.45085755486557,0.0
4,tda,tda_72h_balanced,balanced,5,263,0.544948269629705,0.14068441064638784
4,tda,tda_72h_balanced,balanced,6,232,0.6580026658319554,0.2801724137931034
4,tda,tda_72h_balanced,balanced,7,319,0.746903574618704,0.2413793103448276
4,tda,tda_72h_balanced,balanced,8,287,0.8468719246385121,0.3902439024390244
4,tda,tda_72h_balanced,balanced,9,992,0.9542126216234811,0.7258064516129032
4,tda,tda_72h_standard,standard,0,16451,0.01372060514750428,0.020849796364962616
4,tda,tda_72h_standard,standard,1,543,0.1458133430663144,0.23388581952117865
4,tda,tda_72h_standard,standard,2,351,0.2434005073128739,0.27350427350427353
4,tda,tda_72h_standard,standard,3,131,0.35222451984916175,0.33587786259541985
4,tda,tda_72h_standard,standard,4,221,0.4545231126993194,0.6787330316742082
4,tda,tda_72h_standard,standard,5,244,0.5467100695191743,0.6311475409836066
4,tda,tda_72h_standard,standard,6,222,0.6506568374159536,0.7972972972972973
4,tda,tda_72h_standard,standard,7,208,0.7459610540881486,0.7019230769230769
4,tda,tda_72h_standard,standard,8,60,0.8410469182411899,0.8166666666666667
4,tda,tda_72h_standard,standard,9,61,0.9183335351728089,1.0
5,market_probability,market_probability,none,0,13311,0.025583583635701894,0.0
5,market_probability,market_probability,none,1,2115,0.14285957446808512,0.15839243498817968
5,market_probability,market_probability,none,2,1601,0.24008151155527796,0.0006246096189881324
5,market_probability,market_probability,none,3,765,0.3479084967320261,0.0
5,market_probability,market_probability,none,4,471,0.4589246284501062,0.0
5,market_probability,market_probability,none,5,638,0.5594647335423197,0.438871473354232
5,market_probability,market_probability,none,6,397,0.6527468513853905,0.345088161209068
5,market_probability,market_probability,none,7,532,0.7399736842105263,0.4793233082706767
5,market_probability,market_probability,none,8,372,0.8633924731182796,0.6989247311827957
5,market_probability,market_probability,none,9,79,0.9063291139240507,0.9620253164556962
5,tda,tda_168h_balanced,balanced,0,13964,0.045436943385020974,0.0034374104841019765
5,tda,tda_168h_balanced,balanced,1,2041,0.14301882107876807,0.09162175404213621
5,tda,tda_168h_balanced,balanced,2,678,0.2373095252351462,0.13274336283185842
5,tda,tda_168h_balanced,balanced,3,527,0.35201108292917244,0.020872865275142316
5,tda,tda_168h_balanced,balanced,4,361,0.4539425610630852,0.0
5,tda,tda_168h_balanced,balanced,5,301,0.5446896943339188,0.0
5,tda,tda_168h_balanced,balanced,6,300,0.6491108112754947,0.0
5,tda,tda_168h_balanced,balanced,7,289,0.7481865938072297,0.21453287197231835
5,tda,tda_168h_balanced,balanced,8,435,0.857295479249696,0.5195402298850574
5,tda,tda_168h_balanced,balanced,9,1385,0.9564367214297416,0.51985559566787
5,tda,tda_168h_standard,standard,0,17736,0.01253745787485781,0.018944519621109608
5,tda,tda_168h_standard,standard,1,599,0.14505670903279355,0.038397328881469114
5,tda,tda_168h_standard,standard,2,286,0.24852075071716362,0.3916083916083916
5,tda,tda_168h_standard,standard,3,284,0.34788150178740324,0.5633802816901409
5,tda,tda_168h_standard,standard,4,376,0.4544705509169113,0.39361702127659576
5,tda,tda_168h_standard,standard,5,209,0.5499346946066077,0.3062200956937799
5,tda,tda_168h_standard,standard,6,362,0.6420640340777841,0.5
5,tda,tda_168h_standard,standard,7,193,0.75969159679492,0.49740932642487046
5,tda,tda_168h_standard,standard,8,235,0.8429593964938464,0.948936170212766
5,tda,tda_168h_standard,standard,9,1,0.9023057115854419,1.0
5,tda,tda_24h_balanced,balanced,0,15550,0.031718606258173875,0.013697749196141478
5,tda,tda_24h_balanced,balanced,1,1394,0.1368777394304212,0.08823529411764706
5,tda,tda_24h_balanced,balanced,2,547,0.24396735115066712,0.0
5,tda,tda_24h_balanced,balanced,3,351,0.3459709048088366,0.0
