fold,representation,model,class_weight,prob_decile,n_obs,avg_pred,avg_actual
2,active_filled_pca,fixed_5_standard,standard,1,627,0.15062039642732855,0.6379585326953748
2,active_filled_pca,fixed_5_standard,standard,2,300,0.2465778613785078,0.2833333333333333
2,active_filled_pca,fixed_5_standard,standard,3,197,0.33580893193934025,0.41624365482233505
2,active_filled_pca,fixed_5_standard,standard,4,185,0.4589210222134803,0.7621621621621621
2,active_filled_pca,fixed_5_standard,standard,5,108,0.5489981256188124,0.6018518518518519
2,active_filled_pca,fixed_5_standard,standard,6,42,0.6520043486830216,0.0
2,active_filled_pca,fixed_5_standard,standard,7,47,0.7374362721109418,0.0
2,active_filled_pca,fixed_5_standard,standard,8,1,0.822790233558746,0.0
2,active_filled_pca,var_85_balanced,balanced,0,12787,0.03350355715471558,0.017830609212481426
2,active_filled_pca,var_85_balanced,balanced,1,1076,0.13229106277278882,0.10037174721189591
2,active_filled_pca,var_85_balanced,balanced,2,471,0.2572816284062326,0.0
2,active_filled_pca,var_85_balanced,balanced,3,607,0.34412313968416647,0.0
2,active_filled_pca,var_85_balanced,balanced,4,459,0.4458703695334612,0.0
2,active_filled_pca,var_85_balanced,balanced,5,353,0.5445266745668332,0.028328611898016998
2,active_filled_pca,var_85_balanced,balanced,6,243,0.6543279228027826,0.16872427983539096
2,active_filled_pca,var_85_balanced,balanced,7,327,0.7490326222207537,0.3425076452599388
2,active_filled_pca,var_85_balanced,balanced,8,496,0.858153903375055,0.6633064516129032
2,active_filled_pca,var_85_balanced,balanced,9,1115,0.9550516516279468,0.46278026905829595
2,active_filled_pca,var_85_standard,standard,0,15895,0.009526405400604123,0.022459893048128343
2,active_filled_pca,var_85_standard,standard,1,589,0.14007784815710178,0.4091680814940577
2,active_filled_pca,var_85_standard,standard,2,456,0.2513857898370395,0.6447368421052632
2,active_filled_pca,var_85_standard,standard,3,278,0.33886050186736455,0.48201438848920863
2,active_filled_pca,var_85_standard,standard,4,204,0.45052380645624973,0.35294117647058826
2,active_filled_pca,var_85_standard,standard,5,158,0.5445868451661651,0.34177215189873417
2,active_filled_pca,var_85_standard,standard,6,187,0.654566241138644,0.8021390374331551
2,active_filled_pca,var_85_standard,standard,7,99,0.7381541859401614,0.42424242424242425
2,active_filled_pca,var_85_standard,standard,8,61,0.8612987972356394,0.0
2,active_filled_pca,var_85_standard,standard,9,7,0.9073122415544673,0.0
2,active_filled_pca,var_90_balanced,balanced,0,13072,0.031639087926645895,0.0208078335373317
2,active_filled_pca,var_90_balanced,balanced,1,787,0.13668781382445047,0.08005082592121983
2,active_filled_pca,var_90_balanced,balanced,2,536,0.25087366437702646,0.0018656716417910447
2,active_filled_pca,var_90_balanced,balanced,3,642,0.34710762043548404,0.0
2,active_filled_pca,var_90_balanced,balanced,4,384,0.4526929658910686,0.0
2,active_filled_pca,var_90_balanced,balanced,5,359,0.5546361113629225,0.10584958217270195
2,active_filled_pca,var_90_balanced,balanced,6,289,0.6523023759607169,0.13494809688581316
2,active_filled_pca,var_90_balanced,balanced,7,274,0.7538194176015706,0.3357664233576642
2,active_filled_pca,var_90_balanced,balanced,8,523,0.8680509861309769,0.6749521988527725
2,active_filled_pca,var_90_balanced,balanced,9,1068,0.9591371480261999,0.4550561797752809
2,active_filled_pca,var_90_standard,standard,0,15994,0.009596487936603192,0.024071526822558458
2,active_filled_pca,var_90_standard,standard,1,480,0.1413664325133591,0.4
2,active_filled_pca,var_90_standard,standard,2,543,0.25179091801765546,0.7034990791896869
2,active_filled_pca,var_90_standard,standard,3,191,0.3496331302956678,0.3089005235602094
2,active_filled_pca,var_90_standard,standard,4,220,0.4532338332947594,0.3409090909090909
