model,fold,prob_decile,n_obs,avg_pred,avg_actual,abs_calibration_error,ece
logit_pca_controls_dynamic_topology,3,3,257,0.3416032535412122,0.0,0.3416032535412122,0.027741639901394492
logit_pca_controls_dynamic_topology,3,4,98,0.44257006715912295,0.0,0.44257006715912295,0.027741639901394492
logit_pca_controls_dynamic_topology,3,5,91,0.5434766896801931,0.0,0.5434766896801931,0.027741639901394492
logit_pca_controls_dynamic_topology,3,6,35,0.6407354347744842,0.3142857142857143,0.32644972048876997,0.027741639901394492
logit_pca_controls_dynamic_topology,3,7,115,0.7643115674246865,1.0,0.23568843257531347,0.027741639901394492
logit_pca_controls_dynamic_topology,3,8,39,0.8713328642625444,1.0,0.12866713573745558,0.027741639901394492
logit_pca_controls_dynamic_topology,3,9,843,0.9532447500641091,1.0,0.046755249935890864,0.027741639901394492
logit_pca_controls_dynamic_topology,4,0,16401,0.016105132244291675,0.016645326504481434,0.0005401942601897594,0.017730260870866144
logit_pca_controls_dynamic_topology,4,1,817,0.14124513156209315,0.32068543451652387,0.17944030295443072,0.017730260870866144
logit_pca_controls_dynamic_topology,4,2,252,0.2378293484245304,0.20634920634920634,0.03148014207532407,0.017730260870866144
logit_pca_controls_dynamic_topology,4,3,197,0.3402087655388714,0.005076142131979695,0.3351326234068917,0.017730260870866144
logit_pca_controls_dynamic_topology,4,4,40,0.45020242852137093,0.075,0.3752024285213709,0.017730260870866144
logit_pca_controls_dynamic_topology,4,5,63,0.5500744389990262,0.6507936507936508,0.10071921179462462,0.017730260870866144
logit_pca_controls_dynamic_topology,4,6,51,0.6434046586364598,0.8627450980392157,0.21934043940275594,0.017730260870866144
logit_pca_controls_dynamic_topology,4,7,151,0.7537382412464381,1.0,0.24626175875356193,0.017730260870866144
logit_pca_controls_dynamic_topology,4,8,99,0.8286622880043302,1.0,0.17133771199566983,0.017730260870866144
logit_pca_controls_dynamic_topology,4,9,421,0.9720577698765812,1.0,0.027942230123418788,0.017730260870866144
logit_pca_controls_dynamic_topology,5,0,18003,0.015093062704475808,0.015997333777703716,0.000904271073227908,0.01881258067437554
logit_pca_controls_dynamic_topology,5,1,721,0.13994706090439238,0.06657420249653259,0.07337285840785979,0.01881258067437554
logit_pca_controls_dynamic_topology,5,2,321,0.2411634848751046,0.0,0.2411634848751046,0.01881258067437554
logit_pca_controls_dynamic_topology,5,3,141,0.3426717681542446,0.0,0.3426717681542446,0.01881258067437554
logit_pca_controls_dynamic_topology,5,4,81,0.4600886905616846,0.0,0.4600886905616846,0.01881258067437554
logit_pca_controls_dynamic_topology,5,5,7,0.5399449824966289,0.14285714285714285,0.3970878396394861,0.01881258067437554
logit_pca_controls_dynamic_topology,5,6,39,0.6644257548133679,1.0,0.33557424518663215,0.01881258067437554
logit_pca_controls_dynamic_topology,5,7,360,0.7581383686467019,1.0,0.24186163135329808,0.01881258067437554
logit_pca_controls_dynamic_topology,5,8,261,0.8527509429093808,1.0,0.1472490570906192,0.01881258067437554
logit_pca_controls_dynamic_topology,5,9,347,0.9769742302712565,1.0,0.023025769728743484,0.01881258067437554
logit_pca_controls_dynamic_topology,6,0,18883,0.013696101878326764,0.01779378276756871,0.004097680889241947,0.015904461837962174
logit_pca_controls_dynamic_topology,6,1,670,0.14362786243458003,0.0029850746268656717,0.14064278780771436,0.015904461837962174
logit_pca_controls_dynamic_topology,6,2,333,0.2508647629936025,0.35735735735735735,0.10649259436375486,0.015904461837962174
logit_pca_controls_dynamic_topology,6,3,155,0.33753442801228195,0.6193548387096774,0.2818204106973955,0.015904461837962174
logit_pca_controls_dynamic_topology,6,4,101,0.4474690980287779,1.0,0.5525309019712221,0.015904461837962174
logit_pca_controls_dynamic_topology,6,5,18,0.5084875487121541,1.0,0.49151245128784593,0.015904461837962174
logit_pca_controls_dynamic_topology,6,9,672,0.9763131991931512,1.0,0.023686800806848818,0.015904461837962174
logit_pca_controls_dynamic_topology,7,0,16750,0.021273416799140812,0.005373134328358209,0.015900282470782602,0.028752418815088214
logit_pca_controls_dynamic_topology,7,1,1175,0.1397445627751554,0.21872340425531914,0.07897884148016374,0.028752418815088214
logit_pca_controls_dynamic_topology,7,2,632,0.2390939501469889,0.17246835443037975,0.06662559571660914,0.028752418815088214
logit_pca_controls_dynamic_topology,7,3,296,0.3463820436286977,0.14527027027027026,0.20111177335842742,0.028752418815088214
logit_pca_controls_dynamic_topology,7,4,178,0.45595830586807656,0.7584269662921348,0.30246866042405823,0.028752418815088214
logit_pca_controls_dynamic_topology,7,5,51,0.5433202765952622,0.6470588235294118,0.10373854693414963,0.028752418815088214
logit_pca_controls_dynamic_topology,7,6,34,0.6287521334131483,0.8529411764705882,0.22418904305743992,0.028752418815088214
logit_pca_controls_dynamic_topology,7,7,34,0.7582191941662713,1.0,0.24178080583372874,0.028752418815088214
logit_pca_controls_dynamic_topology,7,8,110,0.8597570205396344,1.0,0.14024297946036557,0.028752418815088214
logit_pca_controls_dynamic_topology,7,9,256,0.9610699843304484,1.0,0.038930015669551565,0.028752418815088214
